ID_EEG: 1, ID_GSR_ECG: 1, Timestamp: 18:20:19, Resultado_EEG: 1, GSR: 74.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 24, Timestamp: 18:20:20, Resultado_EEG: 1, GSR: 79.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 25, Timestamp: 18:20:20, Resultado_EEG: 1, GSR: 69.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 26, Timestamp: 18:20:20, Resultado_EEG: 1, GSR: 60.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 27, Timestamp: 18:20:20, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 28, Timestamp: 18:20:20, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 29, Timestamp: 18:20:20, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 30, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 51.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 31, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 70.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 32, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 33, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 34, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 75.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 35, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 76.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 36, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 76.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 37, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 77.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 38, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 72.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 39, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 54.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 21, ID_GSR_ECG: 40, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 62.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 41, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 42, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 43, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 44, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 45, Timestamp: 18:20:21, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 46, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 47, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 75.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 48, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 71.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 49, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 50.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 50, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 51, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 70.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 52, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 60.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 53, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 54, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 55, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 56, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 62.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 57, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 58, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 59, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 41, ID_GSR_ECG: 60, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 61, Timestamp: 18:20:22, Resultado_EEG: 1, GSR: 66.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 62, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 60.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 63, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 59.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 64, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 62.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 65, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 66, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 67, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 68, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 69, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 70, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 76.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 71, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 72.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 72, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 54.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 73, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 74, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 75, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 76, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 77, Timestamp: 18:20:23, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 78, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 66.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 79, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 61, ID_GSR_ECG: 80, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 67.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 81, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 82, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 66.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 83, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 78.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 84, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 71.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 85, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 60.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 86, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 66.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 87, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 88, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 89, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 90, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 81.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 91, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 46.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 92, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 67.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 93, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 79.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 94, Timestamp: 18:20:24, Resultado_EEG: 1, GSR: 75.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 95, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 55.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 96, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 97, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 73.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 98, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 62.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 99, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 81, ID_GSR_ECG: 100, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 70.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 101, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 70.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 102, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 69.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 103, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 69.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 104, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 69.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 105, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 67.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 106, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 79.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 107, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 73.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 108, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 57.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 109, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 110, Timestamp: 18:20:25, Resultado_EEG: 1, GSR: 66.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 111, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 62.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 112, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 113, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 66.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 114, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 67.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 115, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 116, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 77.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 117, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 80.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 118, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 80.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 119, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 82.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 101, ID_GSR_ECG: 120, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 81.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 121, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 36.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 122, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 66.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 123, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 124, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 125, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 67.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 126, Timestamp: 18:20:26, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 127, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 68.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 128, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 129, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 78.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 130, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 73.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 131, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 53.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 132, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 133, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 134, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 135, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 136, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 66.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 137, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 65.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 138, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 139, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 121, ID_GSR_ECG: 140, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 141, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 60.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 142, Timestamp: 18:20:27, Resultado_EEG: 1, GSR: 69.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 143, Timestamp: 18:20:28, Resultado_EEG: 1, GSR: 61.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 144, Timestamp: 18:20:28, Resultado_EEG: 1, GSR: 55.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 145, Timestamp: 18:20:28, Resultado_EEG: 1, GSR: 62.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 146, Timestamp: 18:20:28, Resultado_EEG: 1, GSR: 64.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 147, Timestamp: 18:20:28, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 148, Timestamp: 18:20:28, Resultado_EEG: 1, GSR: 62.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
ID_EEG: 141, ID_GSR_ECG: 149, Timestamp: 18:20:28, Resultado_EEG: 1, GSR: 63.0, ECG: 0.0, GSR_classificado: [5], ECG_classificado: [7], Amostras_EEG: 20
